order_id,customer_id,order_date,total_amount,status,num_items
52,53,2026-02-17 15:33:47,4240.22,Cancelled,5
53,132,2025-11-04 17:58:29,753.9,Delivered,1
54,572,2025-07-13 02:44:16,1067.55,Processing,3
55,731,2025-05-17 02:35:31,2782.84,Delivered,3
56,327,2025-03-07 06:44:49,5502.6,Delivered,2
57,345,2026-02-20 12:50:49,7645.44,Cancelled,5
58,316,2025-03-15 10:57:38,1433.2,Cancelled,1
59,802,2025-04-08 21:49:42,4102.06,Cancelled,5
60,249,2025-04-23 08:21:55,948.51,Cancelled,1
61,196,2026-05-07 14:29:03,317.8,Delivered,1
62,423,2026-01-19 06:34:48,4277.36,Delivered,2
63,745,2025-12-01 20:17:47,1564.68,Processing,1
64,333,2025-08-02 08:42:32,4495.18,Cancelled,4
65,698,2025-09-26 06:28:00,1512.93,Cancelled,3
66,790,2025-12-22 18:18:51,3715.78,Processing,3
67,281,2026-06-20 03:44:27,3314.35,Pending,3
68,298,2026-04-25 10:12:31,955.57,Shipped,1
69,355,2025-07-09 14:22:00,2893.85,Shipped,4
70,112,2026-02-11 15:50:32,3274.49,Cancelled,5
71,103,2026-03-19 00:12:05,1785.63,Pending,2
72,489,2025-12-23 01:33:36,1040.49,Shipped,2
73,668,2025-02-01 13:36:10,4734.43,Processing,5
74,857,2025-03-01 10:44:13,4283.5,Delivered,4
75,110,2025-09-11 16:03:01,3354.81,Shipped,3
76,872,2025-10-17 13:24:31,4402.21,Delivered,5
77,582,2025-01-30 17:43:42,3635.14,Processing,2
78,528,2025-04-24 23:37:35,1074.66,Pending,3
79,7,2026-04-19 07:10:20,4143.67,Delivered,3
80,12,2026-05-11 09:43:25,2656.05,Shipped,3
81,703,2025-03-20 13:03:50,5467.4,Shipped,5
82,766,2025-10-24 15:22:27,7847.16,Shipped,5
83,539,2026-02-03 04:09:29,2728.86,Cancelled,4
84,587,2025-03-03 04:17:00,4399.09,Processing,5
85,465,2025-09-20 08:32:24,1383.53,Cancelled,2
86,689,2026-05-10 13:42:49,2798.68,Pending,3
87,353,2025-08-23 13:25:35,994.15,Cancelled,1
88,957,2025-11-25 04:31:42,7465.74,Pending,4
89,913,2025-11-08 06:19:38,6048.34,Delivered,4
90,122,2025-01-18 09:15:29,1126.17,Cancelled,2
91,855,2025-05-23 20:42:36,1957.22,Pending,1
92,690,2025-07-19 12:10:48,4779.16,Delivered,5
93,829,2026-05-23 02:51:10,2468.2,Cancelled,4
94,721,2025-03-03 13:56:50,1484.18,Processing,1
95,450,2025-12-03 15:49:09,512.53,Cancelled,2
96,240,2025-04-01 10:19:38,6274.13,Shipped,5
97,282,2025-05-29 20:29:46,2846.46,Cancelled,1
98,934,2026-03-20 10:15:23,3475.85,Delivered,2
99,688,2025-07-22 16:56:25,3086.47,Cancelled,4
100,308,2025-08-24 12:05:02,3578.11,Delivered,2
101,571,2026-04-24 03:16:13,2964.1,Processing,5
102,53,2026-02-04 06:23:31,2651.23,Delivered,3
103,742,2026-02-23 18:37:35,3947.97,Processing,5
104,937,2025-07-09 07:52:26,4157.95,Cancelled,2
105,330,2025-02-07 22:16:47,2861.47,Delivered,3
106,478,2025-10-18 16:16:18,1526.1,Delivered,1
107,937,2026-03-22 07:45:28,882.17,Shipped,2
108,760,2026-01-03 07:50:16,1958.91,Pending,2
109,303,2025-06-17 03:47:29,1240.11,Processing,2
110,512,2025-12-06 09:15:25,5775.09,Shipped,5
111,560,2025-08-02 10:23:46,7105.85,Processing,4
112,50,2026-06-20 01:20:32,427.97,Delivered,1
113,237,2025-05-25 05:57:00,45.23,Processing,1
114,467,2025-08-04 00:55:44,4390.25,Pending,3
115,7,2026-01-25 13:48:48,3301.42,Cancelled,5
116,110,2026-06-06 12:32:31,153.99,Cancelled,1
117,635,2025-02-05 12:41:45,4634.9,Shipped,5
118,308,2026-04-15 14:58:53,197.86,Pending,1
119,387,2025-11-06 15:45:33,3634.59,Delivered,5
120,917,2025-05-21 18:56:20,6827.37,Pending,5
121,674,2026-06-11 18:43:05,1858.37,Processing,1
122,17,2025-08-10 07:09:14,1269.92,Cancelled,2
123,307,2025-07-31 19:06:45,2526.93,Cancelled,2
124,340,2025-01-04 22:09:30,6165.34,Processing,4
125,238,2025-11-13 06:26:14,1822.58,Shipped,1
126,978,2025-06-10 21:18:04,5677.46,Delivered,5
127,443,2025-01-15 12:56:47,2209.75,Cancelled,2
128,818,2025-11-18 19:34:29,1238.67,Pending,2
129,158,2026-05-26 11:20:03,1390.56,Shipped,4
130,192,2025-04-11 19:01:52,2671.19,Delivered,4
131,804,2025-08-02 10:03:32,2607.43,Delivered,3
132,927,2025-07-27 10:14:02,1956.34,Cancelled,2
133,276,2025-12-26 04:31:45,1689.67,Shipped,3
134,802,2026-04-11 07:39:01,256.18,Shipped,1
135,739,2026-05-09 02:35:09,2496.63,Cancelled,4
136,390,2025-09-05 02:55:15,2904.39,Delivered,3
137,971,2025-03-17 10:57:51,2574.38,Delivered,2
138,753,2025-06-21 21:46:21,4046.34,Cancelled,4
139,185,2025-06-24 15:02:15,6205.86,Pending,5
140,690,2025-01-15 00:54:13,2565.09,Processing,4
141,491,2025-09-10 03:08:50,6323.66,Delivered,5
142,112,2025-06-21 16:48:52,664.05,Shipped,2
143,694,2025-02-19 11:52:21,5077.74,Shipped,4
144,595,2026-04-20 21:03:58,5197.72,Processing,5
145,426,2025-08-12 13:33:52,2496.96,Pending,1
146,146,2026-04-19 06:28:34,2353.55,Shipped,3
147,740,2025-12-24 19:01:45,2891.17,Shipped,4
148,820,2026-04-02 15:30:51,2052.16,Processing,2
149,437,2025-11-23 19:37:26,4388.61,Processing,4
150,905,2026-05-09 01:01:12,1199.69,Delivered,2
151,211,2026-04-08 07:54:20,2325.16,Pending,3
152,269,2025-09-13 08:22:54,4830.19,Cancelled,4
153,633,2026-02-25 13:30:26,2847.71,Shipped,2
154,321,2025-10-30 04:13:19,309.54,Processing,1
155,383,2026-01-05 09:52:49,1462.43,Cancelled,2
156,434,2026-03-10 03:28:56,2832.67,Delivered,2
157,569,2025-01-10 18:16:12,930.46,Delivered,2
158,635,2025-09-24 09:03:53,1904.24,Shipped,1
159,140,2025-09-22 13:10:09,4202.39,Delivered,2
160,702,2025-09-06 06:34:25,3076.15,Delivered,4
161,231,2025-09-27 00:44:09,4738.73,Shipped,5
162,556,2025-12-12 03:54:02,1098.13,Delivered,1
163,105,2025-04-28 21:21:31,1781.6,Shipped,2
164,883,2025-12-25 19:19:35,866.09,Delivered,1
165,795,2026-01-23 13:33:41,4508.45,Processing,2
166,625,2025-06-13 14:33:56,4007.18,Processing,4
167,173,2026-02-18 09:40:46,6401.89,Shipped,3
168,835,2025-05-13 01:16:46,1925.97,Processing,1
169,941,2026-06-07 17:22:02,867.84,Shipped,1
170,719,2025-10-30 23:16:07,2791.21,Processing,2
171,403,2025-07-18 14:27:19,4581.6,Processing,4
172,413,2025-11-09 23:18:46,5446.48,Shipped,5
173,651,2025-01-26 01:29:28,3690.59,Pending,3
174,275,2026-05-29 04:18:45,3665.45,Shipped,3
175,781,2026-03-20 18:03:05,209.93,Pending,1
176,17,2025-03-03 01:22:08,444.63,Processing,1
177,982,2026-05-06 09:51:07,3286.97,Processing,4
178,257,2026-01-13 21:44:07,1999.54,Shipped,1
179,170,2026-03-12 23:52:12,1883.52,Delivered,1
180,717,2025-09-26 04:50:36,2073.23,Delivered,2
181,489,2025-03-06 12:56:49,1788.32,Processing,1
182,697,2025-06-11 05:02:05,3208.9,Pending,4
183,92,2026-02-16 08:18:20,634.92,Pending,1
184,141,2025-10-14 18:13:39,5377.03,Processing,4
185,360,2025-08-25 03:34:51,3449.53,Processing,2
186,89,2025-08-15 15:58:32,2261.76,Processing,1
187,748,2025-09-02 22:19:40,3758.54,Shipped,4
188,615,2025-12-17 16:33:17,5264.29,Shipped,5
189,303,2026-06-08 21:37:00,497.91,Processing,1
190,247,2025-12-30 00:35:48,3735.01,Cancelled,4
191,700,2025-01-23 23:07:24,977.3,Delivered,2
192,15,2025-05-02 02:11:45,3472.22,Processing,3
193,730,2026-05-01 08:17:05,2306.36,Delivered,5
194,998,2026-03-31 08:00:50,2901.77,Cancelled,2
195,698,2025-05-10 12:09:09,2101.42,Shipped,1
196,977,2026-04-30 21:08:44,861.85,Pending,2
197,624,2025-10-01 02:47:26,2004.22,Shipped,1
198,759,2026-03-15 18:21:29,721.86,Pending,2
199,509,2025-12-02 04:19:01,2352.01,Cancelled,3
200,751,2025-11-19 15:29:11,677.98,Pending,1
201,279,2025-01-19 04:21:47,3333.67,Pending,5
202,262,2025-08-09 12:02:59,676.07,Cancelled,1
203,234,2026-03-09 04:47:01,2766.18,Pending,5
204,759,2026-01-17 04:22:16,3334.14,Processing,4
205,515,2025-07-02 07:28:16,683.51,Processing,1
206,48,2025-10-19 11:48:25,5219.16,Pending,4
207,206,2026-02-22 13:27:16,4351.42,Cancelled,3
208,792,2025-04-13 07:01:02,1073.22,Cancelled,2
209,25,2025-10-21 22:25:29,2806.86,Cancelled,2
210,2,2026-04-17 13:34:10,3762.14,Shipped,4
211,729,2025-04-06 22:05:42,3576.45,Pending,3
212,470,2025-03-17 07:50:05,100.99,Cancelled,1
213,653,2025-11-04 09:18:32,3218.98,Pending,4
214,718,2025-06-19 13:30:26,960.12,Shipped,3
215,112,2025-06-14 03:00:49,656.9,Pending,2
216,549,2025-03-27 22:20:39,1467.4,Processing,3
217,312,2026-03-20 07:27:29,3163.23,Pending,5
218,840,2025-08-13 17:51:21,3580.57,Pending,2
219,256,2025-05-19 17:45:48,107.29,Delivered,1
220,125,2025-05-04 14:09:55,831.38,Pending,1
221,134,2025-11-08 13:21:13,2065.93,Delivered,2
222,597,2026-03-04 06:03:16,2194.83,Shipped,5
223,126,2025-11-14 07:17:37,168.97,Delivered,1
224,444,2025-10-01 10:12:52,1744.14,Delivered,4
225,905,2025-06-19 03:12:09,2349.84,Pending,2
226,511,2025-11-21 19:26:24,4690.37,Cancelled,4
227,256,2026-04-11 10:48:08,9013.59,Pending,5
228,185,2025-08-05 14:41:41,599.52,Shipped,1
229,918,2025-09-06 02:06:45,4215.92,Pending,3
230,103,2025-10-10 02:04:00,874.32,Processing,2
231,590,2026-05-05 13:11:23,4543.24,Shipped,4
232,29,2025-03-24 01:14:58,4140.84,Cancelled,3
233,503,2026-05-31 22:13:47,185.46,Pending,1
234,225,2026-06-18 11:41:52,962.22,Cancelled,1
235,940,2026-05-07 18:15:37,6033.84,Processing,5
236,882,2026-05-10 03:51:35,2212.29,Pending,3
237,140,2025-09-04 19:45:25,2237.44,Delivered,2
238,725,2026-01-26 03:38:15,3475.09,Cancelled,5
239,972,2026-02-21 00:48:42,4531.99,Delivered,5
240,145,2026-02-18 14:40:33,3126.15,Pending,3
241,655,2025-11-01 14:38:29,625.72,Delivered,3
242,738,2025-06-24 20:09:12,1168.83,Pending,1
243,430,2025-11-10 18:28:17,1702.45,Delivered,2
244,104,2026-01-20 08:21:34,3097.12,Cancelled,4
245,268,2025-12-27 07:58:57,691.49,Pending,1
246,165,2025-08-11 08:42:35,942.17,Cancelled,1
247,347,2025-12-16 02:27:56,3629.21,Cancelled,5
248,420,2025-05-02 22:05:30,2428.94,Cancelled,5
249,4,2025-05-18 23:12:01,2990.55,Pending,4
250,299,2025-11-07 17:33:13,1689.39,Delivered,1
251,804,2025-08-13 00:18:40,3581.09,Delivered,4
252,379,2025-01-03 14:12:47,568.94,Delivered,2
253,858,2026-02-18 17:36:30,2881.6,Cancelled,3
254,424,2025-09-17 11:14:01,7959.62,Processing,5
255,488,2025-12-27 09:59:14,4019.93,Pending,3
256,694,2026-05-25 16:16:46,1915.76,Processing,5
257,446,2025-05-14 19:21:28,2641.65,Processing,2
258,937,2026-06-15 18:36:01,783.52,Pending,1
259,566,2025-03-18 08:52:30,4066.11,Shipped,3
260,116,2025-10-25 18:13:32,5382.89,Processing,4
261,889,2026-03-27 14:55:32,4985.97,Shipped,5
262,624,2026-05-23 06:44:43,3883.35,Pending,4
263,346,2025-11-21 17:56:49,3250.15,Shipped,3
264,138,2025-11-21 21:06:36,2705.68,Delivered,3
265,193,2025-11-15 16:25:51,5441.5,Processing,4
266,68,2025-05-27 16:53:03,2279.6,Cancelled,3
267,858,2026-05-10 07:40:13,38.86,Processing,1
268,941,2025-01-23 13:21:48,4851.48,Processing,3
269,32,2026-04-26 16:41:03,1348.7,Shipped,2
270,601,2025-06-24 03:15:11,4288.48,Shipped,5
271,878,2025-04-18 15:10:12,3320.24,Processing,2
272,21,2026-04-19 13:44:41,2736.11,Delivered,1
273,178,2026-04-27 12:09:06,7523.05,Pending,5
274,471,2026-01-26 23:20:01,3380.94,Processing,3
275,8,2025-03-04 12:44:13,5711.97,Shipped,5
276,268,2026-04-11 16:45:38,3671.18,Processing,3
277,698,2026-03-20 04:28:11,1842.64,Pending,2
278,415,2025-11-14 12:07:23,6183.52,Pending,4
279,804,2025-01-18 17:38:58,4642.89,Shipped,4
280,265,2025-09-10 10:49:03,6951.48,Processing,5
281,381,2026-04-19 15:43:44,3477.58,Cancelled,3
282,73,2025-07-14 03:14:00,2840.28,Processing,4
283,351,2025-05-10 07:01:05,3889.22,Cancelled,4
284,182,2026-03-19 04:38:08,814.28,Pending,3
285,502,2026-05-01 20:04:27,1850.35,Processing,1
286,440,2026-01-02 13:06:21,4272.08,Delivered,4
287,776,2026-06-16 13:27:07,2592.44,Processing,5
288,314,2025-03-12 15:44:14,3547.31,Pending,2
289,746,2025-10-15 14:48:58,3338.75,Cancelled,5
290,20,2025-01-18 15:31:20,944.71,Processing,2
291,604,2026-04-13 01:50:17,4831.55,Processing,5
292,50,2026-05-24 01:36:24,53.94,Pending,1
293,427,2025-10-30 09:48:43,2631.02,Delivered,4
294,431,2026-03-05 19:05:42,823.04,Cancelled,1
295,718,2026-02-02 03:59:01,2375.17,Delivered,2
296,121,2025-05-30 22:22:09,4113.37,Pending,3
297,997,2025-05-06 08:19:39,1906.62,Shipped,2
298,509,2025-12-22 13:25:50,353.27,Delivered,2
299,929,2025-10-14 15:51:27,671.0,Cancelled,1
300,973,2025-07-05 21:09:39,241.76,Cancelled,1
301,104,2025-05-17 02:10:10,1293.73,Processing,3
302,896,2026-01-02 17:51:57,1092.13,Shipped,1
303,321,2025-06-05 04:16:04,1446.75,Pending,4
304,979,2025-09-08 16:00:54,3367.53,Shipped,5
305,707,2025-04-14 00:46:34,2061.33,Delivered,4
306,495,2025-08-16 13:34:43,6433.24,Delivered,5
307,495,2025-02-20 08:11:54,4655.92,Pending,4
308,538,2025-01-24 23:49:36,6790.21,Cancelled,5
309,494,2025-06-10 18:53:42,3320.04,Delivered,3
310,957,2026-03-25 15:17:10,2569.67,Cancelled,2
311,770,2025-12-25 05:00:38,2060.12,Shipped,4
312,81,2025-12-23 15:58:35,5184.56,Delivered,4
313,670,2025-07-10 08:00:23,407.01,Pending,1
314,571,2026-06-16 00:33:10,9338.97,Pending,5
315,373,2026-04-14 13:22:34,1690.48,Processing,1
316,574,2025-12-11 14:17:41,4050.86,Cancelled,5
317,988,2025-07-07 21:02:16,3172.58,Cancelled,3
318,761,2025-05-18 09:14:34,1582.33,Pending,4
319,776,2025-12-25 09:14:07,6302.05,Pending,4
320,987,2026-01-24 12:40:56,4249.33,Pending,4
321,709,2026-05-14 04:10:33,4545.31,Processing,5
322,938,2025-03-28 08:07:19,2744.26,Shipped,2
323,825,2026-04-15 03:30:09,3910.1,Processing,2
324,307,2025-09-15 07:07:10,4930.2,Shipped,5
325,728,2025-05-04 16:56:39,1962.12,Cancelled,2
326,780,2025-07-10 04:35:08,5542.35,Cancelled,3
327,916,2025-12-26 00:15:37,4984.23,Shipped,5
328,769,2025-02-24 05:57:15,3206.29,Shipped,2
329,804,2025-01-06 08:18:51,1803.67,Processing,3
330,758,2025-01-26 02:32:10,6747.33,Processing,5
331,397,2026-06-14 17:50:28,3912.48,Shipped,4
332,722,2026-06-10 17:48:56,4180.81,Cancelled,3
333,460,2025-11-12 14:51:05,928.5,Pending,2
334,387,2026-02-08 17:10:07,566.86,Delivered,1
335,134,2026-01-01 05:20:06,1850.64,Cancelled,2
336,960,2025-10-27 06:48:11,2115.41,Pending,2
337,631,2025-02-24 15:42:36,3781.2,Delivered,3
338,980,2025-11-20 23:06:49,714.49,Cancelled,2
339,550,2025-07-21 23:17:47,4900.4,Pending,4
340,544,2026-02-22 08:46:14,5583.53,Cancelled,4
341,941,2025-04-04 23:16:02,7460.77,Processing,5
342,934,2026-04-17 10:52:11,3582.33,Shipped,5
343,172,2026-05-18 14:37:10,4043.25,Cancelled,5
344,900,2026-02-19 21:39:56,1251.71,Pending,4
345,814,2025-01-19 10:10:30,3074.11,Cancelled,3
346,415,2025-12-07 14:37:34,2329.16,Shipped,4
347,600,2026-01-09 10:54:09,1084.63,Pending,1
348,109,2025-02-16 10:29:48,3906.52,Shipped,3
349,32,2025-08-16 13:13:38,4126.25,Processing,4
350,909,2025-11-06 10:39:12,1848.06,Pending,3
351,404,2025-01-31 23:54:37,5848.86,Cancelled,5
352,165,2025-10-10 05:46:07,1437.5,Processing,2
353,688,2025-11-07 05:54:15,4865.98,Pending,5
354,499,2026-02-02 08:09:50,1500.33,Shipped,3
355,326,2026-05-04 18:24:33,3135.6,Delivered,4
356,982,2026-05-20 13:58:38,4416.36,Processing,4
357,138,2025-12-08 19:02:54,3038.69,Delivered,3
358,662,2025-11-29 21:28:09,5297.83,Pending,5
359,647,2025-04-07 08:35:14,1744.25,Cancelled,1
360,218,2025-03-22 11:40:22,795.13,Cancelled,1
361,484,2025-04-24 09:20:02,2658.03,Shipped,2
362,138,2025-07-23 21:20:16,5446.57,Cancelled,4
363,144,2026-03-27 08:28:43,3628.15,Processing,4
364,225,2025-03-28 19:47:59,2059.32,Processing,4
365,903,2025-05-12 05:31:15,1961.39,Pending,1
366,106,2025-10-12 15:23:36,5753.66,Shipped,5
367,530,2025-11-17 16:53:03,3648.0,Delivered,3
368,499,2026-05-25 22:44:12,988.76,Cancelled,4
369,192,2025-09-21 22:58:35,1930.66,Shipped,2
370,831,2025-04-21 06:08:29,2748.18,Pending,3
371,23,2025-07-08 19:07:42,897.78,Pending,2
372,525,2026-01-10 20:08:54,151.97,Cancelled,1
373,265,2025-06-13 04:16:04,5783.69,Cancelled,2
374,20,2025-07-25 10:46:51,3000.54,Pending,3
375,616,2025-03-17 10:33:15,2697.91,Cancelled,2
376,271,2025-09-14 08:07:28,3361.47,Shipped,2
377,388,2026-05-14 16:24:37,2984.72,Processing,4
378,488,2026-06-23 19:48:16,1885.19,Cancelled,5
379,919,2025-02-27 12:45:23,3872.86,Cancelled,4
380,359,2025-12-22 22:15:01,2547.57,Cancelled,5
381,6,2026-01-17 19:39:29,1576.19,Cancelled,1
382,8,2025-07-10 02:04:07,3446.86,Processing,4
383,876,2025-07-21 22:44:34,5163.91,Delivered,5
384,573,2025-09-23 23:35:54,5350.68,Delivered,5
385,458,2025-08-18 08:38:35,2800.39,Pending,2
386,629,2026-06-20 07:30:34,1178.28,Processing,1
387,6,2025-12-12 09:17:17,1424.49,Processing,1
388,446,2025-09-14 19:58:18,535.01,Pending,1
389,82,2025-12-16 19:37:12,5521.3,Pending,5
390,11,2025-07-20 08:00:36,2646.02,Cancelled,2
391,529,2026-03-18 08:35:49,1265.17,Cancelled,2
392,1,2025-08-02 19:56:41,2707.65,Pending,2
393,416,2026-04-07 16:56:36,7120.45,Processing,5
394,232,2025-01-28 18:19:42,3734.96,Processing,5
395,970,2025-04-19 18:10:49,2870.88,Cancelled,1
396,833,2025-04-25 23:22:00,7251.82,Shipped,5
397,120,2026-02-10 06:40:15,2667.91,Pending,3
398,979,2025-08-13 00:43:58,3031.57,Cancelled,3
399,690,2025-01-21 03:33:56,2186.32,Pending,3
400,276,2025-06-21 16:08:24,741.44,Processing,2
401,894,2025-10-16 01:09:57,2069.49,Processing,3
402,123,2026-03-14 17:08:11,1848.4,Delivered,1
403,981,2025-10-09 17:40:11,749.92,Delivered,1
404,505,2025-08-15 04:42:09,4081.73,Shipped,5
405,34,2025-08-27 04:36:27,7409.66,Shipped,5
406,691,2025-05-03 22:58:17,1897.87,Delivered,2
407,192,2026-03-17 21:34:30,5400.16,Shipped,5
408,374,2026-05-08 08:39:05,3181.44,Shipped,4
409,569,2025-08-25 16:47:26,1539.31,Delivered,4
410,530,2026-01-05 03:57:05,3525.73,Shipped,5
411,488,2025-12-08 15:37:42,1492.23,Delivered,1
412,370,2026-06-07 22:49:29,2195.9,Cancelled,3
413,987,2025-08-18 00:57:16,6965.37,Processing,5
414,458,2025-04-30 22:59:39,1231.94,Delivered,1
415,647,2025-04-10 20:24:11,2561.28,Processing,2
416,586,2025-04-24 19:26:42,3415.76,Pending,4
417,405,2026-04-17 19:40:40,5744.2,Delivered,3
418,172,2025-08-16 01:28:47,2122.4,Pending,2
419,718,2025-10-26 10:30:15,171.9,Processing,1
420,98,2025-07-19 20:31:37,551.13,Delivered,1
421,790,2026-05-10 14:06:36,3439.26,Cancelled,4
422,317,2025-06-27 00:42:00,2107.03,Processing,2
423,540,2025-01-22 18:02:43,1804.26,Pending,2
424,885,2025-06-14 09:39:59,8701.7,Delivered,4
425,612,2026-03-30 00:12:07,4959.77,Cancelled,4
426,453,2025-08-24 07:31:11,1249.63,Shipped,3
427,353,2025-04-26 05:41:36,4066.33,Delivered,3
428,818,2026-03-30 18:55:32,2032.5,Cancelled,3
429,448,2025-01-10 08:56:23,2452.0,Processing,4
430,530,2025-07-21 11:57:40,2958.75,Shipped,5
431,633,2025-10-10 20:28:04,2096.84,Shipped,4
432,289,2026-01-31 00:50:01,2476.37,Processing,3
433,223,2026-02-06 10:11:06,3326.07,Delivered,3
434,339,2025-11-12 05:29:32,123.38,Processing,1
435,74,2026-01-06 11:26:45,2331.59,Delivered,5
436,204,2026-04-26 08:55:47,4365.76,Pending,4
437,44,2025-05-13 08:40:29,3097.62,Cancelled,5
438,649,2025-09-25 08:36:19,4913.73,Shipped,4
439,803,2026-05-16 02:15:44,1984.17,Cancelled,4
440,62,2025-05-02 01:45:18,1940.09,Shipped,1
441,550,2026-04-02 00:59:51,981.81,Processing,1
442,572,2026-01-25 05:05:35,3569.07,Delivered,3
443,921,2025-09-02 02:54:23,2125.13,Delivered,1
444,302,2026-02-11 11:42:59,8105.59,Delivered,5
445,165,2025-10-18 18:37:27,320.17,Cancelled,1
446,840,2025-10-21 14:02:03,3085.42,Cancelled,3
447,905,2026-01-12 21:38:13,2573.03,Cancelled,1
448,245,2026-05-19 14:36:50,3854.95,Pending,3
449,785,2025-05-12 08:38:29,3901.85,Processing,5
450,183,2026-02-12 23:07:29,112.4,Processing,1
451,102,2026-01-10 10:06:34,1287.78,Cancelled,1
452,674,2025-05-17 05:27:26,3152.04,Cancelled,4
453,672,2026-01-11 22:23:04,5571.97,Pending,4
454,60,2025-10-23 01:20:03,2898.3,Shipped,5
455,545,2025-01-12 01:18:53,5698.44,Processing,4
456,765,2026-06-04 10:18:24,723.61,Cancelled,1
457,720,2025-02-20 07:04:33,3781.3,Pending,4
458,454,2025-09-23 22:11:00,4328.27,Shipped,3
459,846,2025-06-24 15:02:42,3244.87,Cancelled,3
460,369,2025-08-29 05:55:27,4491.01,Delivered,4
461,7,2025-06-10 08:07:13,2991.91,Processing,3
462,524,2025-06-24 05:26:28,2802.15,Cancelled,5
463,831,2025-04-27 13:51:10,4639.71,Pending,3
464,812,2025-08-05 04:10:40,3503.34,Processing,4
465,391,2026-04-18 17:53:41,1844.66,Pending,1
466,357,2025-04-03 21:20:44,6835.97,Delivered,4
467,797,2026-05-20 20:48:57,2442.71,Pending,4
468,52,2025-06-02 23:16:07,3947.53,Delivered,4
469,85,2025-10-04 21:40:08,4222.71,Cancelled,4
470,781,2026-01-23 10:07:26,2320.67,Delivered,2
471,201,2025-12-23 18:22:38,5050.84,Cancelled,5
472,424,2026-03-19 06:32:03,2158.32,Shipped,4
473,632,2026-05-12 01:02:55,1967.68,Cancelled,4
474,874,2025-01-10 11:26:20,741.13,Pending,1
475,972,2026-02-12 02:16:25,4869.85,Processing,5
476,551,2025-06-27 09:08:59,2752.76,Processing,2
477,748,2025-06-07 07:25:57,2200.27,Pending,2
478,175,2025-10-10 09:15:20,616.45,Shipped,1
479,633,2026-05-31 22:24:26,1511.74,Pending,3
480,369,2025-01-26 12:11:30,890.19,Pending,1
481,396,2025-11-06 12:24:53,1744.43,Delivered,2
482,497,2026-05-02 12:58:48,4663.5,Cancelled,5
483,342,2025-03-18 18:30:41,2888.1,Delivered,4
484,283,2025-09-13 22:36:22,879.4,Shipped,1
485,967,2026-01-30 02:55:45,6583.07,Shipped,5
486,703,2025-02-22 04:39:23,1104.7,Delivered,2
