order_item_id,order_id,product_id,quantity,price,total
203,66,1,2,197.78,395.56
204,66,31,1,807.34,807.34
205,66,48,3,424.08,1272.24
206,66,54,2,24.27,48.54
207,66,7,1,316.5,316.5
208,67,12,3,679.11,2037.33
209,68,42,1,13.08,13.08
210,68,56,1,986.29,986.29
211,69,7,3,569.63,1708.89
212,69,10,2,744.77,1489.54
213,69,17,2,402.21,804.42
214,69,30,1,122.26,122.26
215,70,38,1,904.7,904.7
216,71,25,1,13.74,13.74
217,71,61,1,692.94,692.94
218,72,78,3,299.32,897.96
219,73,95,2,51.91,103.82
220,73,98,1,606.09,606.09
221,73,82,3,365.8,1097.4
222,73,71,1,600.42,600.42
223,74,1,2,416.58,833.16
224,75,30,3,361.95,1085.85
225,75,54,1,368.6,368.6
226,75,48,1,475.0,475.0
227,75,56,1,365.33,365.33
228,76,15,1,654.24,654.24
229,76,4,1,706.29,706.29
230,76,68,2,482.05,964.1
231,77,7,2,417.72,835.44
232,78,3,1,299.07,299.07
233,78,22,1,370.12,370.12
234,78,58,2,447.12,894.24
235,78,11,3,305.2,915.6
236,79,48,2,90.93,181.86
237,80,25,1,133.72,133.72
238,80,64,3,626.29,1878.87
239,80,80,2,695.92,1391.84
240,81,21,2,985.11,1970.22
241,81,41,3,467.79,1403.37
242,81,67,3,704.91,2114.73
243,82,77,3,120.64,361.92
244,82,94,3,862.69,2588.07
245,82,13,2,970.97,1941.94
246,82,41,1,99.04,99.04
247,82,34,1,724.97,724.97
248,83,21,2,703.5,1407.0
249,84,40,2,887.51,1775.02
250,84,54,2,221.52,443.04
251,84,87,1,447.0,447.0
252,84,95,2,896.32,1792.64
253,84,92,2,97.84,195.68
254,85,88,2,405.86,811.72
255,86,40,2,656.72,1313.44
256,86,70,2,478.72,957.44
257,86,1,1,258.63,258.63
258,87,84,1,933.53,933.53
259,88,12,2,34.74,69.48
260,88,14,1,652.34,652.34
261,88,5,1,108.9,108.9
262,88,17,2,217.93,435.86
263,89,12,3,952.64,2857.92
264,89,81,3,93.31,279.93
265,90,4,1,965.01,965.01
266,90,61,3,384.39,1153.17
267,91,34,1,36.46,36.46
268,91,73,1,667.7,667.7
269,91,84,3,911.46,2734.38
270,91,38,1,782.45,782.45
271,92,91,2,555.63,1111.26
272,93,38,1,128.22,128.22
273,93,36,1,275.6,275.6
274,94,39,3,709.11,2127.33
275,94,9,1,257.95,257.95
276,95,41,2,660.91,1321.82
277,95,56,1,279.09,279.09
278,95,97,3,150.97,452.91
279,95,30,1,646.35,646.35
280,96,17,3,78.84,236.52
281,96,11,2,921.03,1842.06
282,96,34,2,60.48,120.96
283,97,77,2,103.2,206.4
284,97,90,2,615.69,1231.38
285,97,31,2,919.82,1839.64
286,97,55,2,322.68,645.36
287,97,9,2,290.89,581.78
288,98,42,1,762.67,762.67
289,98,30,1,946.87,946.87
290,98,97,2,583.0,1166.0
291,99,2,2,39.52,79.04
292,99,42,3,822.59,2467.77
293,99,14,1,692.87,692.87
294,100,61,3,109.59,328.77
295,100,29,3,676.24,2028.72
296,101,96,1,634.93,634.93
297,101,97,3,17.8,53.4
298,101,64,3,601.02,1803.06
299,101,88,1,641.13,641.13
300,102,55,3,836.59,2509.77
301,102,96,2,456.14,912.28
302,102,49,1,116.8,116.8
303,102,99,3,232.05,696.15
304,102,2,2,111.83,223.66
305,103,82,2,640.88,1281.76
306,103,63,2,838.78,1677.56
307,103,31,1,271.85,271.85
308,104,48,3,830.79,2492.37
309,104,78,2,253.11,506.22
310,105,62,1,99.21,99.21
311,105,55,3,773.12,2319.36
312,105,20,2,837.65,1675.3
313,105,10,3,809.79,2429.37
314,105,90,2,798.23,1596.46
315,106,7,2,983.58,1967.16
316,106,73,1,476.92,476.92
317,106,11,3,120.87,362.61
318,107,80,2,559.66,1119.32
319,107,90,2,273.04,546.08
320,107,3,3,622.42,1867.26
321,108,73,1,331.58,331.58
322,108,85,2,38.3,76.6
323,109,62,3,158.23,474.69
324,109,9,3,271.29,813.87
325,109,94,1,394.22,394.22
326,110,7,2,946.64,1893.28
327,110,95,3,607.96,1823.88
328,110,23,2,82.49,164.98
329,110,82,1,95.83,95.83
330,110,45,2,41.01,82.02
331,111,23,3,491.03,1473.09
332,111,83,3,31.76,95.28
333,111,69,3,746.65,2239.95
334,111,7,2,505.28,1010.56
335,112,12,1,155.18,155.18
336,112,86,1,463.58,463.58
337,113,43,3,144.7,434.1
338,113,71,1,779.83,779.83
339,113,21,1,245.96,245.96
340,113,11,1,333.34,333.34
341,113,63,2,142.17,284.34
342,114,89,3,834.22,2502.66
343,115,45,2,128.54,257.08
344,115,23,3,463.72,1391.16
345,115,15,2,97.37,194.74
346,115,36,1,499.81,499.81
347,115,91,2,193.49,386.98
348,116,41,3,494.94,1484.82
349,116,90,2,863.73,1727.46
350,117,13,3,896.51,2689.53
351,117,93,1,17.78,17.78
352,118,24,1,442.64,442.64
353,118,31,2,265.33,530.66
354,118,48,3,511.13,1533.39
355,119,80,3,618.73,1856.19
356,120,44,1,977.66,977.66
357,120,85,2,996.39,1992.78
358,121,85,2,230.86,461.72
359,121,83,1,864.32,864.32
360,122,47,2,690.94,1381.88
361,122,95,3,550.1,1650.3
362,122,64,3,801.91,2405.73
363,122,91,3,228.39,685.17
364,122,38,3,784.99,2354.97
365,123,27,2,587.45,1174.9
366,123,59,1,227.18,227.18
367,123,93,3,104.94,314.82
368,123,88,1,132.88,132.88
369,124,11,1,324.69,324.69
370,124,14,3,888.81,2666.43
371,125,31,3,212.22,636.66
372,126,4,2,332.19,664.38
373,127,98,3,50.08,150.24
374,127,34,2,974.49,1948.98
375,127,36,3,833.28,2499.84
376,128,92,3,877.59,2632.77
377,128,22,1,144.59,144.59
378,128,94,1,186.26,186.26
379,129,5,3,487.18,1461.54
380,129,32,3,754.08,2262.24
381,130,8,3,578.06,1734.18
382,130,27,3,831.97,2495.91
383,130,14,1,483.15,483.15
384,130,68,2,564.48,1128.96
385,131,67,1,482.84,482.84
386,131,22,1,229.83,229.83
387,131,15,2,816.85,1633.7
388,131,95,3,190.68,572.04
389,132,84,1,518.76,518.76
390,132,80,3,213.88,641.64
391,132,9,2,112.06,224.12
392,132,30,1,925.85,925.85
393,133,39,2,716.07,1432.14
394,133,70,3,788.01,2364.03
395,133,32,3,9.08,27.24
396,133,57,3,282.63,847.89
397,133,84,2,888.56,1777.12
398,134,70,1,101.13,101.13
399,134,27,2,66.82,133.64
400,135,74,2,399.3,798.6
401,135,40,2,317.27,634.54
402,135,4,2,857.17,1714.34
403,136,2,2,914.28,1828.56
404,137,42,3,943.66,2830.98
405,137,67,1,854.92,854.92
406,137,34,3,725.19,2175.57
407,138,100,3,33.26,99.78
408,139,23,3,653.99,1961.97
409,139,30,3,992.47,2977.41
410,139,8,1,730.78,730.78
411,139,69,2,495.19,990.38
412,139,76,3,765.17,2295.51
413,140,66,2,737.89,1475.78
414,140,29,2,75.72,151.44
415,140,48,2,771.51,1543.02
416,141,42,1,221.06,221.06
417,142,58,1,385.03,385.03
418,143,88,2,66.48,132.96
419,143,85,3,405.17,1215.51
420,143,98,1,96.06,96.06
421,143,74,1,720.31,720.31
422,144,14,3,336.38,1009.14
423,145,4,3,249.42,748.26
424,145,27,3,119.39,358.17
425,146,33,3,62.72,188.16
426,146,63,2,625.02,1250.04
427,147,2,1,488.72,488.72
428,147,81,3,215.93,647.79
429,147,54,1,811.88,811.88
430,147,75,1,879.83,879.83
431,148,37,2,520.25,1040.5
432,149,62,1,807.6,807.6
433,150,24,2,452.06,904.12
434,150,89,2,132.21,264.42
435,150,56,3,274.39,823.17
436,150,62,1,152.54,152.54
437,151,8,2,945.34,1890.68
438,151,18,3,662.6,1987.8
439,151,4,2,718.2,1436.4
440,152,50,2,626.52,1253.04
441,152,16,1,30.07,30.07
442,153,21,3,729.88,2189.64
443,153,80,2,479.82,959.64
444,153,85,3,28.55,85.65
445,153,30,2,697.14,1394.28
446,154,2,3,104.11,312.33
447,154,78,2,542.36,1084.72
448,154,96,2,282.0,564.0
449,155,42,3,450.01,1350.03
450,155,96,3,720.95,2162.85
451,155,100,1,825.42,825.42
452,155,58,2,298.65,597.3
453,156,5,2,264.73,529.46
454,156,82,2,904.75,1809.5
455,157,89,3,329.87,989.61
456,157,62,2,15.55,31.1
457,157,23,1,122.33,122.33
458,158,83,2,800.09,1600.18
459,158,77,3,599.16,1797.48
460,158,32,1,925.2,925.2
461,158,4,1,228.72,228.72
462,159,81,1,307.39,307.39
463,159,5,2,739.29,1478.58
464,159,69,1,391.26,391.26
465,160,3,3,77.72,233.16
466,160,33,2,953.7,1907.4
467,160,46,2,522.02,1044.04
468,160,1,1,19.46,19.46
469,161,5,1,297.12,297.12
470,161,53,2,850.15,1700.3
471,161,33,3,465.18,1395.54
472,162,28,2,733.4,1466.8
473,162,69,2,354.89,709.78
474,162,47,2,24.8,49.6
475,162,71,3,607.37,1822.11
476,162,37,2,428.44,856.88
477,163,57,2,66.15,132.3
478,163,25,3,45.28,135.84
479,163,61,3,335.4,1006.2
480,164,12,3,117.42,352.26
481,165,50,2,181.81,363.62
482,166,8,3,676.98,2030.94
483,166,48,3,333.91,1001.73
484,166,3,2,244.81,489.62
485,167,3,2,868.8,1737.6
486,167,10,2,261.17,522.34
487,167,81,2,685.65,1371.3
488,168,62,3,663.33,1989.99
489,168,25,1,628.08,628.08
490,168,89,1,778.22,778.22
491,168,21,3,252.01,756.03
492,169,59,2,474.97,949.94
493,169,21,2,311.44,622.88
494,169,49,1,416.81,416.81
495,169,33,2,282.39,564.78
496,169,76,2,287.15,574.3
497,170,78,1,255.78,255.78
498,170,40,1,941.82,941.82
499,170,70,1,190.1,190.1
500,170,99,1,867.6,867.6
501,170,31,2,634.91,1269.82
502,171,96,3,682.6,2047.8
503,171,99,2,933.93,1867.86
504,171,77,3,162.17,486.51
505,172,59,3,718.73,2156.19
506,172,74,1,719.27,719.27
507,172,35,2,971.57,1943.14
508,172,74,2,25.89,51.78
509,172,1,3,662.58,1987.74
510,173,44,3,259.53,778.59
511,173,52,1,882.67,882.67
512,173,75,1,646.48,646.48
513,173,38,3,742.99,2228.97
514,174,64,3,24.16,72.48
515,174,62,1,481.54,481.54
516,174,86,3,675.52,2026.56
517,174,62,2,803.98,1607.96
518,174,74,2,925.67,1851.34
519,175,68,1,325.69,325.69
520,175,36,1,354.5,354.5
521,175,73,1,855.86,855.86
522,175,59,1,426.9,426.9
523,176,74,2,310.76,621.52
524,176,56,2,435.93,871.86
525,176,89,2,755.02,1510.04
526,176,89,3,87.11,261.33
527,176,16,3,194.58,583.74
528,177,21,2,839.56,1679.12
529,177,17,2,579.39,1158.78
530,177,84,3,215.32,645.96
531,178,56,3,499.23,1497.69
532,178,2,3,794.78,2384.34
533,178,54,2,322.64,645.28
534,178,15,1,630.57,630.57
535,179,94,1,797.71,797.71
536,179,94,3,654.2,1962.6
537,179,54,2,52.12,104.24
538,179,39,2,786.38,1572.76
539,180,62,1,276.05,276.05
540,180,46,2,846.79,1693.58
541,180,60,1,139.95,139.95
542,180,47,3,24.15,72.45
543,181,47,2,962.92,1925.84
544,182,80,2,41.56,83.12
545,182,80,3,625.24,1875.72
546,182,69,2,461.53,923.06
547,183,17,2,393.1,786.2
548,183,81,1,493.66,493.66
549,183,35,3,552.27,1656.81
550,184,44,3,340.8,1022.4
551,184,86,3,476.55,1429.65
552,184,97,3,413.53,1240.59
553,185,44,3,275.85,827.55
554,185,24,1,710.32,710.32
555,186,4,3,899.1,2697.3
556,186,28,1,687.7,687.7
557,186,21,2,928.95,1857.9
558,187,17,3,627.27,1881.81
559,187,90,1,477.94,477.94
560,187,74,2,674.21,1348.42
561,187,72,2,65.82,131.64
562,188,75,2,842.44,1684.88
563,188,21,3,882.1,2646.3
564,188,55,2,28.7,57.4
565,188,53,2,812.08,1624.16
566,188,70,1,789.22,789.22
567,189,100,2,438.56,877.12
568,189,40,2,543.7,1087.4
569,190,37,1,693.8,693.8
570,190,6,1,960.73,960.73
571,190,78,2,803.15,1606.3
572,190,56,2,228.58,457.16
573,190,64,2,682.67,1365.34
574,191,18,2,494.02,988.04
575,191,54,2,566.86,1133.72
576,191,9,3,117.02,351.06
577,192,88,2,584.44,1168.88
578,192,3,3,473.9,1421.7
579,193,44,3,180.87,542.61
580,193,5,1,391.86,391.86
581,194,45,2,615.36,1230.72
582,195,8,2,627.12,1254.24
583,195,19,1,59.14,59.14
584,195,86,1,27.0,27.0
585,195,9,1,220.45,220.45
586,195,96,2,825.87,1651.74
587,196,3,1,213.24,213.24
588,196,99,2,303.84,607.68
589,196,23,2,576.76,1153.52
590,196,92,1,759.34,759.34
591,196,36,3,285.71,857.13
592,197,1,1,698.51,698.51
593,197,87,3,640.87,1922.61
594,197,79,3,123.11,369.33
595,197,83,3,179.49,538.47
596,197,39,2,901.7,1803.4
597,198,32,1,990.96,990.96
598,199,20,3,465.36,1396.08
599,199,77,1,267.58,267.58
600,199,46,3,352.78,1058.34
601,199,11,3,150.2,450.6
602,199,25,1,565.5,565.5
603,200,48,3,952.33,2856.99
604,201,88,2,648.42,1296.84
605,201,33,1,221.53,221.53
606,201,38,1,560.27,560.27
607,201,27,3,484.77,1454.31
608,202,21,3,503.89,1511.67
609,202,50,1,477.19,477.19
610,202,62,1,310.64,310.64
611,203,81,2,59.38,118.76
612,203,32,1,817.39,817.39
613,203,94,1,874.94,874.94
614,203,61,1,685.67,685.67
615,203,11,2,577.99,1155.98
616,204,52,1,361.59,361.59
617,205,46,1,162.98,162.98
618,205,57,3,608.68,1826.04
619,205,36,3,635.88,1907.64
620,206,32,3,469.05,1407.15
621,206,51,3,720.37,2161.11
622,206,98,3,490.48,1471.44
623,206,31,3,513.13,1539.39
624,206,86,3,571.97,1715.91
625,207,77,1,802.52,802.52
626,207,68,2,445.78,891.56
627,207,65,2,483.24,966.48
628,208,69,2,919.8,1839.6
629,208,11,1,298.79,298.79
630,208,57,2,706.72,1413.44
631,208,22,3,380.88,1142.64
632,209,49,2,187.54,375.08
633,209,96,2,105.72,211.44
634,209,41,2,225.07,450.14
635,209,86,3,55.88,167.64
636,209,3,2,26.06,52.12
637,210,91,1,463.42,463.42
638,211,73,1,139.83,139.83
639,212,32,3,252.99,758.97
640,212,8,1,425.79,425.79
641,212,57,3,923.61,2770.83
642,213,80,2,226.68,453.36
643,213,46,2,35.77,71.54
644,213,75,1,373.8,373.8
645,214,85,1,36.16,36.16
646,215,93,2,514.08,1028.16
647,216,51,2,844.27,1688.54
648,216,12,1,480.28,480.28
649,216,89,1,725.55,725.55
650,217,86,3,464.4,1393.2
651,218,25,1,905.75,905.75
652,218,58,2,418.35,836.7
653,218,4,2,998.92,1997.84
654,218,1,1,944.05,944.05
655,218,91,3,998.23,2994.69
656,219,28,2,217.79,435.58
657,219,77,2,812.41,1624.82
658,219,85,1,88.92,88.92
659,219,1,1,662.56,662.56
660,220,73,1,417.24,417.24
661,220,10,3,618.87,1856.61
662,220,21,1,949.59,949.59
663,221,2,1,419.42,419.42
664,221,27,3,384.97,1154.91
665,221,35,3,595.99,1787.97
666,222,7,1,916.05,916.05
667,222,41,1,975.98,975.98
668,222,35,1,345.33,345.33
669,222,93,1,835.52,835.52
670,223,11,1,831.06,831.06
671,223,92,1,993.93,993.93
672,223,5,2,342.92,685.84
673,223,11,2,747.87,1495.74
674,224,91,1,574.73,574.73
675,225,79,3,410.0,1230.0
676,225,20,2,409.79,819.58
677,225,100,1,800.03,800.03
678,226,97,2,996.7,1993.4
679,226,78,2,420.63,841.26
680,226,42,2,913.28,1826.56
681,227,49,1,320.91,320.91
682,227,45,1,838.36,838.36
683,227,22,1,313.75,313.75
684,228,97,1,390.46,390.46
685,228,34,3,747.68,2243.04
686,228,65,2,758.32,1516.64
687,229,44,2,880.52,1761.04
688,229,95,3,164.39,493.17
689,229,100,2,114.7,229.4
690,229,15,2,564.38,1128.76
691,230,49,1,372.87,372.87
692,231,3,1,570.11,570.11
693,231,86,2,357.99,715.98
694,231,63,1,559.31,559.31
695,231,52,2,739.58,1479.16
696,231,49,2,888.25,1776.5
697,232,35,3,293.94,881.82
698,232,39,2,748.11,1496.22
699,232,80,2,767.15,1534.3
700,233,64,3,24.66,73.98
701,233,69,1,701.77,701.77
702,233,6,1,332.43,332.43
703,233,16,1,441.62,441.62
704,234,85,2,979.56,1959.12
705,234,23,2,512.78,1025.56
706,234,80,2,48.73,97.46
707,234,19,2,68.38,136.76
708,234,93,3,667.28,2001.84
709,235,38,1,874.84,874.84
710,236,57,2,661.5,1323.0
711,237,57,3,16.54,49.62
712,238,69,1,902.25,902.25
713,238,29,2,363.78,727.56
714,238,61,1,673.65,673.65
715,238,29,3,749.74,2249.22
716,239,51,2,738.77,1477.54
717,239,88,1,317.0,317.0
718,239,16,2,784.72,1569.44
719,239,42,1,35.11,35.11
720,240,56,1,85.84,85.84
721,240,59,2,759.22,1518.44
722,240,15,3,744.12,2232.36
723,240,1,1,899.72,899.72
724,241,71,2,183.94,367.88
725,241,37,2,366.4,732.8
726,241,56,1,532.29,532.29
727,241,55,2,485.32,970.64
728,242,56,2,491.17,982.34
729,243,78,3,164.36,493.08
730,244,71,1,303.59,303.59
731,244,16,2,210.06,420.12
732,245,20,1,366.2,366.2
733,245,58,1,746.84,746.84
734,245,80,2,537.52,1075.04
735,245,26,2,954.0,1908.0
736,245,60,2,786.42,1572.84
737,246,68,3,578.77,1736.31
738,247,88,1,349.21,349.21
739,247,75,2,809.27,1618.54
740,248,81,2,593.34,1186.68
741,248,69,3,35.07,105.21
742,248,23,3,775.55,2326.65
743,248,44,2,798.8,1597.6
744,249,69,1,418.44,418.44
745,250,72,3,44.06,132.18
746,251,63,3,44.24,132.72
747,251,9,2,875.73,1751.46
748,251,22,3,52.97,158.91
749,252,92,1,460.92,460.92
750,252,29,2,927.51,1855.02
751,252,80,2,885.68,1771.36
752,252,80,1,322.12,322.12
753,253,57,2,754.75,1509.5
754,253,56,3,416.86,1250.58
755,253,74,2,876.69,1753.38
756,253,45,3,860.48,2581.44
757,254,50,1,137.95,137.95
758,254,47,1,980.92,980.92
759,255,66,2,192.87,385.74
760,255,19,1,621.11,621.11
761,255,23,2,873.84,1747.68
762,255,47,1,806.23,806.23
763,256,50,3,272.61,817.83
764,257,57,3,801.94,2405.82
765,257,60,1,823.41,823.41
766,257,84,3,501.02,1503.06
767,257,13,3,915.27,2745.81
768,257,82,2,892.67,1785.34
769,258,7,3,10.43,31.29
770,259,42,3,297.11,891.33
771,259,37,1,852.53,852.53
772,259,97,3,236.04,708.12
773,259,4,1,280.98,280.98
774,260,29,3,813.05,2439.15
775,261,1,3,536.47,1609.41
776,261,90,3,499.51,1498.53
777,261,5,2,280.25,560.5
778,261,88,1,473.48,473.48
779,262,1,2,286.95,573.9
780,262,79,1,637.63,637.63
781,262,41,3,557.11,1671.33
782,262,32,1,267.22,267.22
783,262,2,1,491.63,491.63
784,263,74,1,164.84,164.84
785,263,59,2,267.3,534.6
786,263,15,1,10.35,10.35
787,263,99,1,324.71,324.71
788,263,81,1,897.71,897.71
789,264,80,3,928.03,2784.09
790,265,63,2,302.98,605.96
791,265,27,3,510.89,1532.67
792,265,1,3,287.04,861.12
793,266,40,1,386.5,386.5
794,266,66,1,504.36,504.36
795,266,1,2,168.8,337.6
796,266,41,1,188.67,188.67
797,267,89,1,962.27,962.27
798,267,47,1,323.68,323.68
799,267,48,1,122.35,122.35
800,268,21,2,471.3,942.6
801,268,12,2,555.53,1111.06
802,268,61,3,762.19,2286.57
803,269,2,3,365.26,1095.78
804,269,27,3,747.69,2243.07
805,269,16,3,637.28,1911.84
806,270,66,1,362.69,362.69
807,271,38,1,132.4,132.4
808,272,64,2,634.15,1268.3
809,273,36,3,977.54,2932.62
810,274,43,2,582.98,1165.96
811,275,28,1,475.97,475.97
812,275,90,3,150.52,451.56
813,276,72,3,893.92,2681.76
814,276,75,2,451.38,902.76
815,276,66,2,838.33,1676.66
816,276,26,1,569.94,569.94
817,277,87,2,183.09,366.18
818,277,27,3,54.14,162.42
819,278,47,2,203.49,406.98
820,279,57,1,153.81,153.81
821,280,27,2,209.94,419.88
822,281,79,1,142.07,142.07
823,281,41,3,988.52,2965.56
824,281,9,3,226.49,679.47
825,282,50,3,291.43,874.29
826,282,25,2,301.69,603.38
827,282,55,2,679.91,1359.82
828,282,25,1,659.83,659.83
829,283,89,3,975.09,2925.27
830,283,36,2,952.6,1905.2
831,283,71,1,371.94,371.94
832,284,75,2,992.27,1984.54
833,284,38,2,703.02,1406.04
834,284,84,1,536.9,536.9
835,284,80,3,581.45,1744.35
836,284,53,1,244.4,244.4
837,285,17,1,13.78,13.78
838,286,27,1,814.05,814.05
839,286,89,3,527.99,1583.97
840,287,14,3,572.57,1717.71
841,287,1,1,328.44,328.44
842,288,93,3,661.0,1983.0
843,288,64,1,262.94,262.94
844,288,4,2,249.68,499.36
845,288,70,2,929.29,1858.58
846,288,55,3,307.38,922.14
847,289,64,3,157.9,473.7
848,290,95,1,467.31,467.31
849,291,94,3,608.33,1824.99
850,291,55,1,416.84,416.84
851,291,4,2,209.92,419.84
